journal_ops,aceph01_ceph-osd.0.asok.txt,aceph01_ceph-osd.1.asok.txt,aceph01_ceph-osd.2.asok.txt,aceph01_ceph-osd.3.asok.txt,aceph01_ceph-osd.4.asok.txt,aceph01_ceph-osd.5.asok.txt,aceph01_ceph-osd.6.asok.txt,aceph01_ceph-osd.7.asok.txt,aceph01_ceph-osd.8.asok.txt,aceph01_ceph-osd.9.asok.txt,aceph02_ceph-osd.10.asok.txt,aceph02_ceph-osd.11.asok.txt,aceph02_ceph-osd.12.asok.txt,aceph02_ceph-osd.13.asok.txt,aceph02_ceph-osd.14.asok.txt,aceph02_ceph-osd.15.asok.txt,aceph02_ceph-osd.16.asok.txt,aceph02_ceph-osd.17.asok.txt,aceph02_ceph-osd.18.asok.txt,aceph02_ceph-osd.19.asok.txt,aceph03_ceph-osd.20.asok.txt,aceph03_ceph-osd.21.asok.txt,aceph03_ceph-osd.22.asok.txt,aceph03_ceph-osd.23.asok.txt,aceph03_ceph-osd.24.asok.txt,aceph03_ceph-osd.25.asok.txt,aceph03_ceph-osd.26.asok.txt,aceph03_ceph-osd.27.asok.txt,aceph03_ceph-osd.28.asok.txt,aceph03_ceph-osd.29.asok.txt,aceph04_ceph-osd.30.asok.txt,aceph04_ceph-osd.31.asok.txt,aceph04_ceph-osd.32.asok.txt,aceph04_ceph-osd.33.asok.txt,aceph04_ceph-osd.34.asok.txt,aceph04_ceph-osd.35.asok.txt,aceph04_ceph-osd.36.asok.txt,aceph04_ceph-osd.37.asok.txt,aceph04_ceph-osd.38.asok.txt,aceph04_ceph-osd.39.asok.txt
259,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1022761,1167817,1148395,1249886,1096781,1092126,1193604,834371,1006174,1123095,792410,1082510,989908,1302853,906015,1302520,938997,1091773,1246714,1361035,1162430,1197154,1199688,1085273,1008385,864601,1188721,973400,1213651,1210095,1371508,1013064
260,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1023210,1167817,1148680,1250287,1097207,1092472,1193931,834826,1006634,1123424,792768,1082855,990307,1303232,906357,1303002,939372,1092186,1247063,1361384,1162771,1197570,1199688,1085660,1008802,864601,1188721,973400,1213958,1210095,1371508,1013064
261,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1023619,1167817,1148989,1250660,1097533,1092827,1194250,835094,1006834,1123710,793218,1083192,990652,1303597,906719,1303455,939802,1092536,1247515,1361701,1163108,1197922,1199688,1086067,1009207,864601,1188721,973400,1214412,1210095,1371508,1013064
262,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1023964,1167817,1149346,1251062,1097972,1093240,1194627,835586,1007250,1124107,793606,1083605,990996,1304032,907114,1303833,940179,1093007,1247858,1362066,1163394,1198394,1199688,1086355,1009562,864601,1188721,973400,1214829,1210095,1371508,1013064
263,1192432,1146373,1075864,931168,983489,1169813,1234675,1670920,1024346,1167817,1149575,1251391,1098319,1093598,1195048,835888,1007588,1124459,793958,1083949,991335,1304397,907531,1304335,940587,1093391,1248330,1362452,1163791,1198839,1199688,1086765,1009975,864601,1188721,973400,1215237,1210095,1371508,1013064
264,1192432,1146374,1075864,931168,983489,1169814,1234675,1670920,1024497,1167817,1149841,1251657,1098626,1093837,1195276,836164,1007866,1124711,794241,1084215,991641,1304702,907890,1304762,940921,1093738,1248666,1362804,1164153,1199218,1199688,1087010,1010317,864601,1188721,973400,1215516,1210095,1371508,1013064
265,1192432,1146374,1075864,931168,983489,1169814,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794453,1084435,991880,1305109,908313,1305094,941233,1094066,1248965,1363207,1164463,1199539,1199688,1087036,1010693,864601,1188721,973400,1215604,1210095,1371508,1013064
266,1192432,1146374,1075864,931168,983489,1169814,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1305467,908670,1305169,941321,1094137,1249080,1363538,1164799,1199677,1199688,1087036,1010887,864601,1188721,973400,1215604,1210096,1371508,1013064
267,1192432,1146374,1075864,931170,983489,1169814,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1305812,909038,1305169,941321,1094137,1249080,1363881,1165139,1199677,1199688,1087036,1010935,864601,1188721,973400,1215604,1210096,1371508,1013064
268,1192432,1146374,1075864,931170,983489,1169815,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1306173,909423,1305169,941321,1094137,1249080,1364203,1165497,1199677,1199688,1087036,1010935,864601,1188722,973401,1215604,1210096,1371508,1013064
269,1192432,1146374,1075864,931170,983489,1169815,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1306525,909750,1305169,941321,1094137,1249080,1364627,1165854,1199677,1199688,1087036,1010935,864601,1188722,973401,1215604,1210096,1371508,1013064
270,1192432,1146374,1075864,931170,983489,1169815,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1306974,910171,1305169,941321,1094137,1249080,1364948,1166185,1199677,1199688,1087036,1010935,864601,1188722,973401,1215604,1210096,1371508,1013064
271,1192432,1146374,1075864,931170,983489,1169816,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1307362,910495,1305169,941321,1094137,1249080,1365267,1166575,1199677,1199689,1087036,1010935,864601,1188722,973401,1215604,1210096,1371508,1013065
272,1192432,1146374,1075864,931170,983489,1169816,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1307735,910883,1305169,941321,1094137,1249080,1365765,1166856,1199677,1199689,1087036,1010935,864601,1188722,973401,1215604,1210096,1371508,1013065
273,1192432,1146374,1075865,931170,983489,1169816,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1308151,911157,1305169,941321,1094137,1249080,1366085,1167155,1199677,1199689,1087036,1010935,864601,1188722,973402,1215604,1210096,1371508,1013065
274,1192433,1146374,1075865,931170,983489,1169816,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836339,1008016,1124850,794454,1084435,991961,1308498,911207,1305169,941322,1094137,1249080,1366403,1167257,1199677,1199689,1087036,1010935,864601,1188722,973402,1215604,1210096,1371508,1013065
275,1192433,1146375,1075865,931170,983489,1169816,1234675,1670920,1024497,1167817,1149967,1251809,1098778,1094001,1195428,836340,1008016,1124850,794454,1084435,991961,1308754,911207,1305169,941322,1094137,1249080,1366718,1167258,1199677,1199689,1087036,1010935,864601,1188722,973402,1215604,1210096,1371508,1013065
276,1192433,1146375,1075865,931170,983489,1169816,1234675,1670920,1024497,1167818,1149967,1251809,1098778,1094001,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094137,1249080,1366823,1167258,1199677,1199689,1087036,1010935,864601,1188723,973402,1215604,1210096,1371508,1013065
277,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167818,1149967,1251809,1098778,1094001,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094137,1249080,1366823,1167258,1199677,1199689,1087036,1010935,864601,1188723,973402,1215604,1210096,1371508,1013065
278,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167818,1149967,1251809,1098779,1094001,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094137,1249080,1366823,1167258,1199677,1199689,1087036,1010935,864601,1188723,973402,1215604,1210096,1371508,1013065
279,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167818,1149967,1251809,1098779,1094001,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094137,1249080,1366823,1167258,1199677,1199689,1087036,1010935,864602,1188723,973402,1215604,1210096,1371508,1013065
280,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167819,1149967,1251809,1098779,1094001,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094138,1249080,1366823,1167258,1199677,1199689,1087036,1010935,864604,1188723,973402,1215604,1210096,1371508,1013065
281,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167819,1149967,1251809,1098779,1094002,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094138,1249080,1366823,1167258,1199678,1199689,1087036,1010935,864604,1188723,973402,1215604,1210096,1371508,1013066
282,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167819,1149968,1251809,1098779,1094002,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094138,1249080,1366823,1167258,1199678,1199689,1087036,1010935,864604,1188723,973402,1215605,1210096,1371508,1013066
283,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167819,1149968,1251809,1098779,1094002,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094138,1249080,1366823,1167258,1199678,1199689,1087036,1010935,864604,1188723,973402,1215605,1210096,1371508,1013066
284,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167820,1149968,1251809,1098779,1094002,1195428,836340,1008017,1124850,794454,1084435,991961,1308811,911207,1305170,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864604,1188723,973402,1215605,1210097,1371508,1013066
285,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167820,1149968,1251809,1098779,1094002,1195428,836340,1008017,1124850,794454,1084435,991962,1308811,911207,1305170,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864604,1188723,973402,1215605,1210097,1371508,1013066
286,1192433,1146376,1075865,931170,983489,1169816,1234675,1670920,1024497,1167820,1149968,1251809,1098779,1094002,1195429,836340,1008017,1124850,794454,1084435,991962,1308811,911208,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864604,1188723,973402,1215606,1210097,1371509,1013066
287,1192433,1146376,1075865,931170,983489,1169817,1234675,1670920,1024497,1167820,1149968,1251809,1098779,1094002,1195429,836340,1008017,1124850,794454,1084435,991962,1308811,911208,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864604,1188723,973402,1215606,1210097,1371509,1013066
288,1192433,1146376,1075865,931170,983489,1169817,1234675,1670920,1024498,1167820,1149968,1251809,1098779,1094002,1195429,836340,1008017,1124850,794454,1084435,991962,1308811,911209,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864605,1188723,973402,1215606,1210097,1371509,1013066
289,1192433,1146376,1075865,931170,983489,1169817,1234675,1670920,1024498,1167820,1149968,1251809,1098779,1094002,1195429,836340,1008017,1124850,794454,1084435,991962,1308811,911209,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864605,1188723,973402,1215606,1210097,1371509,1013066
290,1192433,1146376,1075865,931170,983489,1169817,1234675,1670920,1024498,1167820,1149968,1251809,1098779,1094002,1195429,836340,1008017,1124850,794454,1084435,991962,1308811,911209,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864605,1188723,973402,1215606,1210097,1371509,1013066
291,1192433,1146376,1075865,931170,983489,1169817,1234675,1670920,1024498,1167821,1149968,1251809,1098779,1094002,1195429,836340,1008017,1124850,794454,1084436,991963,1308811,911209,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199689,1087036,1010935,864605,1188723,973402,1215606,1210097,1371509,1013066
292,1192433,1146376,1075865,931170,983489,1169817,1234675,1670920,1024498,1167821,1149968,1251810,1098779,1094002,1195429,836340,1008017,1124850,794454,1084436,991963,1308811,911209,1305171,941322,1094138,1249080,1366823,1167258,1199679,1199690,1087036,1010935,864605,1188723,973402,1215606,1210097,1371509,1013066
293,1192433,1146376,1075865,931170,983489,1169817,1234676,1670920,1024498,1167821,1149968,1251810,1098779,1094002,1195429,836340,1008017,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167258,1199679,1199690,1087036,1010936,864605,1188723,973403,1215606,1210098,1371509,1013066
294,1192433,1146376,1075866,931170,983489,1169818,1234676,1670920,1024498,1167821,1149968,1251810,1098779,1094002,1195429,836341,1008017,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167258,1199679,1199690,1087036,1010936,864605,1188723,973403,1215606,1210098,1371509,1013066
295,1192433,1146376,1075866,931170,983489,1169818,1234676,1670920,1024498,1167821,1149968,1251810,1098779,1094002,1195429,836341,1008018,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167258,1199679,1199690,1087036,1010936,864606,1188723,973403,1215606,1210098,1371509,1013066
296,1192433,1146376,1075866,931170,983490,1169818,1234676,1670920,1024498,1167821,1149968,1251810,1098779,1094002,1195429,836342,1008018,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167258,1199679,1199690,1087036,1010936,864606,1188723,973403,1215607,1210098,1371509,1013067
297,1192433,1146376,1075866,931170,983490,1169818,1234676,1670921,1024499,1167821,1149968,1251810,1098779,1094002,1195429,836342,1008018,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167259,1199679,1199690,1087036,1010936,864606,1188723,973404,1215607,1210098,1371509,1013067
298,1192433,1146376,1075866,931170,983490,1169818,1234676,1670921,1024499,1167821,1149968,1251810,1098779,1094002,1195429,836342,1008019,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167259,1199680,1199690,1087037,1010936,864606,1188723,973404,1215607,1210098,1371509,1013067
299,1192433,1146376,1075866,931170,983491,1169818,1234676,1670921,1024499,1167821,1149968,1251810,1098779,1094002,1195429,836342,1008019,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167259,1199680,1199690,1087037,1010936,864606,1188723,973404,1215607,1210098,1371509,1013067
300,1192434,1146376,1075867,931170,983491,1169818,1234676,1670921,1024499,1167821,1149968,1251810,1098779,1094002,1195429,836342,1008019,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167259,1199680,1199690,1087037,1010936,864606,1188723,973404,1215607,1210098,1371509,1013067
301,1192434,1146376,1075867,931171,983491,1169818,1234676,1670921,1024499,1167821,1149968,1251810,1098779,1094002,1195429,836342,1008019,1124850,794454,1084436,991963,1308811,911209,1305171,941323,1094138,1249080,1366823,1167259,1199680,1199690,1087037,1010937,864606,1188724,973404,1215607,1210098,1371509,1013067
302,1192434,1146376,1075867,931172,983491,1169818,1234677,1670921,1024499,1167821,1149969,1251810,1098779,1094003,1195429,836342,1008019,1124850,794454,1084436,991963,1308812,911209,1305171,941323,1094138,1249080,1366823,1167259,1199680,1199691,1087037,1010937,864606,1188724,973404,1215607,1210098,1371510,1013067
303,1192434,1146376,1075868,931172,983491,1169818,1234677,1670921,1024499,1167821,1149969,1251810,1098779,1094003,1195429,836342,1008019,1124850,794455,1084436,991963,1308812,911209,1305171,941323,1094138,1249080,1366824,1167259,1199680,1199691,1087037,1010937,864607,1188724,973404,1215607,1210098,1371510,1013067
304,1192434,1146376,1075868,931172,983491,1169818,1234678,1670921,1024499,1167821,1149969,1251810,1098779,1094003,1195429,836343,1008019,1124851,794455,1084436,991963,1308812,911209,1305171,941323,1094138,1249080,1366824,1167259,1199680,1199691,1087037,1010937,864608,1188724,973404,1215607,1210098,1371510,1013067
305,1192434,1146376,1075868,931172,983492,1169818,1234678,1670921,1024500,1167821,1149969,1251810,1098779,1094005,1195429,836343,1008019,1124851,794455,1084436,991963,1308813,911209,1305171,941323,1094138,1249080,1366824,1167259,1199680,1199691,1087037,1010937,864609,1188724,973405,1215607,1210098,1371510,1013067
306,1192434,1146376,1075868,931172,983492,1169818,1234678,1670921,1024500,1167821,1149969,1251810,1098779,1094005,1195429,836343,1008019,1124851,794456,1084436,991963,1308814,911209,1305171,941323,1094138,1249081,1366824,1167259,1199680,1199692,1087037,1010937,864609,1188725,973405,1215607,1210098,1371510,1013067
307,1192434,1146376,1075869,931173,983492,1169818,1234678,1670921,1024501,1167821,1149969,1251810,1098779,1094005,1195430,836343,1008019,1124851,794456,1084436,991963,1308814,911209,1305171,941323,1094138,1249081,1366824,1167259,1199680,1199692,1087037,1010937,864609,1188725,973405,1215607,1210098,1371510,1013067
308,1192435,1146376,1075869,931173,983492,1169818,1234678,1670921,1024502,1167821,1149969,1251810,1098779,1094006,1195430,836343,1008019,1124851,794456,1084437,991964,1308814,911209,1305171,941323,1094138,1249081,1366824,1167259,1199680,1199693,1087037,1010937,864609,1188726,973405,1215607,1210098,1371510,1013067
309,1192435,1146376,1075869,931173,983492,1169818,1234678,1670921,1024502,1167821,1149969,1251810,1098779,1094006,1195430,836343,1008019,1124851,794456,1084437,991964,1308814,911209,1305171,941323,1094138,1249081,1366824,1167260,1199680,1199694,1087037,1010937,864609,1188726,973405,1215607,1210098,1371510,1013067
310,1192435,1146376,1075869,931173,983492,1169818,1234678,1670921,1024502,1167821,1149969,1251810,1098779,1094006,1195430,836343,1008019,1124851,794456,1084437,991964,1308815,911209,1305171,941323,1094138,1249081,1366824,1167260,1199680,1199694,1087037,1010937,864609,1188726,973405,1215607,1210098,1371510,1013067
311,1192435,1146376,1075869,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251810,1098779,1094006,1195430,836343,1008019,1124851,794456,1084437,991964,1308815,911209,1305171,941323,1094138,1249081,1366824,1167260,1199680,1199694,1087037,1010938,864609,1188726,973405,1215607,1210098,1371510,1013068
312,1192435,1146376,1075869,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251810,1098779,1094007,1195431,836343,1008019,1124851,794456,1084437,991964,1308815,911209,1305172,941323,1094138,1249081,1366824,1167260,1199680,1199694,1087037,1010938,864609,1188726,973405,1215607,1210098,1371510,1013068
313,1192435,1146376,1075870,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251811,1098779,1094007,1195431,836343,1008019,1124851,794457,1084437,991964,1308816,911209,1305172,941323,1094138,1249081,1366825,1167260,1199680,1199694,1087037,1010938,864609,1188727,973405,1215607,1210098,1371510,1013068
314,1192435,1146376,1075870,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251811,1098779,1094007,1195431,836343,1008019,1124851,794457,1084438,991964,1308816,911209,1305172,941323,1094138,1249081,1366825,1167260,1199680,1199695,1087037,1010938,864609,1188727,973405,1215607,1210098,1371510,1013068
315,1192435,1146376,1075870,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251811,1098779,1094007,1195431,836343,1008019,1124852,794457,1084438,991964,1308816,911209,1305172,941323,1094138,1249081,1366825,1167260,1199680,1199695,1087037,1010938,864610,1188727,973405,1215607,1210098,1371510,1013068
316,1192435,1146376,1075870,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251811,1098779,1094008,1195431,836343,1008019,1124852,794457,1084438,991964,1308816,911210,1305172,941324,1094138,1249081,1366825,1167260,1199680,1199696,1087037,1010938,864610,1188727,973405,1215607,1210098,1371510,1013068
317,1192435,1146376,1075870,931173,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251811,1098779,1094008,1195431,836343,1008019,1124852,794457,1084438,991964,1308817,911210,1305173,941324,1094138,1249081,1366825,1167261,1199680,1199696,1087037,1010938,864610,1188727,973405,1215607,1210098,1371510,1013068
318,1192435,1146376,1075870,931174,983493,1169818,1234678,1670921,1024502,1167821,1149969,1251811,1098780,1094008,1195431,836343,1008019,1124852,794457,1084438,991964,1308817,911210,1305173,941324,1094138,1249081,1366825,1167261,1199680,1199696,1087037,1010938,864610,1188727,973405,1215607,1210098,1371510,1013068
319,1192435,1146376,1075870,931174,983493,1169818,1234679,1670921,1024502,1167821,1149970,1251811,1098780,1094008,1195431,836343,1008019,1124852,794457,1084438,991964,1308817,911210,1305173,941324,1094138,1249081,1366825,1167261,1199680,1199696,1087037,1010938,864610,1188727,973405,1215607,1210098,1371510,1013068
320,1192435,1146376,1075870,931174,983493,1169818,1234679,1670921,1024502,1167821,1149970,1251811,1098780,1094008,1195431,836343,1008019,1124852,794457,1084438,991965,1308817,911210,1305173,941324,1094138,1249081,1366825,1167261,1199680,1199696,1087037,1010938,864610,1188727,973405,1215607,1210098,1371510,1013069
321,1192435,1146376,1075870,931174,983493,1169818,1234679,1670921,1024502,1167821,1149970,1251811,1098780,1094009,1195431,836343,1008019,1124852,794457,1084438,991965,1308817,911210,1305173,941324,1094138,1249081,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188727,973406,1215607,1210098,1371510,1013069
322,1192435,1146376,1075870,931174,983494,1169818,1234679,1670921,1024502,1167821,1149970,1251811,1098780,1094009,1195431,836343,1008019,1124852,794457,1084438,991965,1308817,911210,1305173,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188727,973406,1215607,1210098,1371510,1013071
323,1192435,1146376,1075870,931174,983495,1169818,1234679,1670921,1024502,1167821,1149970,1251811,1098780,1094009,1195431,836343,1008019,1124852,794457,1084438,991965,1308817,911210,1305173,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188727,973406,1215607,1210098,1371510,1013071
324,1192435,1146376,1075870,931174,983495,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098781,1094009,1195431,836343,1008019,1124852,794457,1084438,991965,1308817,911210,1305173,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188727,973406,1215607,1210098,1371510,1013071
325,1192435,1146376,1075870,931174,983495,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098782,1094009,1195431,836343,1008019,1124852,794457,1084438,991965,1308817,911210,1305173,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188728,973406,1215607,1210098,1371510,1013071
326,1192435,1146376,1075870,931174,983495,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098782,1094010,1195431,836343,1008019,1124852,794457,1084438,991965,1308818,911211,1305174,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188728,973406,1215607,1210098,1371510,1013071
327,1192435,1146376,1075870,931174,983495,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098782,1094010,1195432,836343,1008019,1124852,794457,1084438,991965,1308818,911211,1305174,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188728,973406,1215607,1210098,1371510,1013071
328,1192435,1146376,1075870,931174,983496,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098782,1094010,1195432,836343,1008019,1124852,794457,1084439,991965,1308819,911211,1305174,941324,1094138,1249082,1366825,1167262,1199680,1199696,1087037,1010938,864610,1188728,973406,1215607,1210098,1371510,1013071
329,1192435,1146376,1075871,931174,983496,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098782,1094010,1195432,836343,1008019,1124852,794457,1084439,991965,1308819,911211,1305174,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864610,1188728,973406,1215607,1210098,1371510,1013071
330,1192435,1146376,1075871,931174,983496,1169819,1234679,1670921,1024502,1167821,1149970,1251811,1098782,1094010,1195432,836343,1008019,1124852,794457,1084439,991965,1308819,911211,1305174,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864610,1188728,973406,1215607,1210098,1371510,1013071
331,1192435,1146376,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149970,1251811,1098782,1094010,1195432,836343,1008019,1124852,794458,1084439,991966,1308819,911211,1305174,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864610,1188728,973406,1215607,1210098,1371510,1013071
332,1192435,1146376,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149970,1251812,1098782,1094010,1195432,836343,1008019,1124852,794458,1084439,991966,1308819,911211,1305174,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864610,1188728,973406,1215607,1210098,1371510,1013071
333,1192435,1146377,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149970,1251812,1098782,1094010,1195432,836343,1008019,1124852,794458,1084439,991966,1308820,911211,1305174,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864610,1188728,973406,1215607,1210098,1371510,1013071
334,1192435,1146377,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149970,1251813,1098782,1094010,1195432,836343,1008019,1124852,794458,1084439,991966,1308820,911211,1305174,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864611,1188728,973406,1215607,1210098,1371510,1013071
335,1192435,1146377,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149970,1251813,1098782,1094010,1195432,836343,1008020,1124852,794458,1084439,991966,1308821,911211,1305175,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864611,1188729,973406,1215607,1210098,1371510,1013071
336,1192435,1146377,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149970,1251813,1098782,1094010,1195432,836344,1008020,1124852,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249082,1366826,1167262,1199680,1199696,1087037,1010939,864611,1188730,973406,1215607,1210098,1371510,1013071
337,1192435,1146377,1075871,931174,983496,1169819,1234679,1670921,1024502,1167822,1149971,1251813,1098782,1094010,1195432,836344,1008020,1124852,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249082,1366827,1167262,1199680,1199696,1087037,1010939,864611,1188730,973406,1215607,1210098,1371510,1013071
338,1192435,1146377,1075872,931174,983496,1169819,1234679,1670921,1024502,1167822,1149971,1251813,1098782,1094010,1195432,836344,1008021,1124852,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249082,1366827,1167262,1199680,1199696,1087037,1010939,864611,1188730,973406,1215607,1210098,1371510,1013071
339,1192435,1146377,1075872,931174,983496,1169819,1234679,1670921,1024503,1167822,1149971,1251813,1098782,1094011,1195432,836344,1008021,1124852,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249082,1366827,1167262,1199680,1199696,1087037,1010939,864611,1188730,973406,1215607,1210098,1371510,1013071
340,1192435,1146377,1075872,931175,983496,1169819,1234679,1670921,1024503,1167822,1149971,1251813,1098782,1094011,1195432,836344,1008022,1124853,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249082,1366827,1167262,1199680,1199696,1087037,1010939,864611,1188730,973406,1215607,1210098,1371510,1013071
341,1192435,1146377,1075872,931175,983496,1169819,1234679,1670921,1024503,1167822,1149971,1251813,1098782,1094011,1195432,836345,1008022,1124853,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249083,1366827,1167262,1199680,1199696,1087037,1010939,864611,1188730,973406,1215607,1210098,1371510,1013071
342,1192435,1146377,1075872,931175,983496,1169819,1234679,1670921,1024503,1167822,1149971,1251813,1098782,1094011,1195432,836345,1008022,1124853,794458,1084439,991967,1308821,911211,1305175,941324,1094138,1249083,1366827,1167262,1199680,1199697,1087037,1010939,864611,1188730,973407,1215607,1210098,1371510,1013071
343,1192435,1146377,1075873,931175,983496,1169819,1234679,1670921,1024503,1167822,1149971,1251813,1098782,1094011,1195432,836346,1008022,1124853,794458,1084439,991967,1308822,911211,1305175,941324,1094138,1249084,1366827,1167262,1199680,1199697,1087037,1010939,864611,1188730,973407,1215607,1210099,1371510,1013071
344,1192435,1146377,1075873,931175,983496,1169819,1234679,1670921,1024503,1167822,1149971,1251813,1098782,1094011,1195432,836346,1008022,1124853,794458,1084439,991967,1308822,911211,1305175,941324,1094138,1249084,1366827,1167262,1199680,1199697,1087037,1010939,864611,1188731,973407,1215607,1210099,1371510,1013071
